imagepath,label,ori_id
data/processed_data/Overripe/4_283_158.jpg,4,158
data/processed_data/Overripe/4_3971_114.jpg,4,114
data/processed_data/Overripe/4_1464_55.jpg,4,55
data/processed_data/Overripe/4_635_212.jpg,4,212
data/processed_data/Overripe/4_4122_170.jpg,4,170
data/processed_data/Overripe/4_3747_85.jpg,4,85
data/processed_data/Overripe/4_3970_166.jpg,4,166
data/processed_data/Overripe/4_993_175.jpg,4,175
data/processed_data/Overripe/4_1625_173.jpg,4,173
data/processed_data/Overripe/4_2101_41.jpg,4,41
data/processed_data/Overripe/4_2216_185.jpg,4,185
data/processed_data/Overripe/4_3532_2.jpg,4,2
data/processed_data/Overripe/4_475_99.jpg,4,99
data/processed_data/Overripe/4_3047_32.jpg,4,32
data/processed_data/Overripe/4_3838_120.jpg,4,120
data/processed_data/Overripe/4_2259_8.jpg,4,8
data/processed_data/Overripe/4_1861_148.jpg,4,148
data/processed_data/Overripe/4_1140_203.jpg,4,203
data/processed_data/Overripe/4_1229_178.jpg,4,178
data/processed_data/Overripe/4_397_83.jpg,4,83
data/processed_data/Overripe/4_2501_208.jpg,4,208
data/processed_data/Overripe/4_4039_51.jpg,4,51
data/processed_data/Overripe/4_1243_53.jpg,4,53
data/processed_data/Overripe/4_4097_30.jpg,4,30
data/processed_data/Overripe/4_2354_80.jpg,4,80
data/processed_data/Overripe/4_1211_12.jpg,4,12
data/processed_data/Overripe/4_2301_145.jpg,4,145
data/processed_data/Overripe/4_3659_69.jpg,4,69
data/processed_data/Overripe/4_1287_176.jpg,4,176
data/processed_data/Overripe/4_3249_47.jpg,4,47
data/processed_data/Overripe/4_1009_140.jpg,4,140
data/processed_data/Overripe/4_1206_12.jpg,4,12
data/processed_data/Overripe/4_4083_31.jpg,4,31
data/processed_data/Overripe/4_1218_178.jpg,4,178
data/processed_data/Overripe/4_3250_47.jpg,4,47
data/processed_data/Overripe/4_3222_128.jpg,4,128
data/processed_data/Overripe/4_2592_135.jpg,4,135
data/processed_data/Overripe/4_1724_149.jpg,4,149
data/processed_data/Overripe/4_644_212.jpg,4,212
data/processed_data/Overripe/4_681_35.jpg,4,35
data/processed_data/Overripe/4_1810_56.jpg,4,56
data/processed_data/Overripe/4_1563_174.jpg,4,174
data/processed_data/Overripe/4_2819_14.jpg,4,14
data/processed_data/Overripe/4_139_81.jpg,4,81
data/processed_data/Overripe/4_3515_2.jpg,4,2
data/processed_data/Overripe/4_1336_121.jpg,4,121
data/processed_data/Overripe/4_2970_10.jpg,4,10
data/processed_data/Overripe/4_44_155.jpg,4,155
data/processed_data/Overripe/4_300_40.jpg,4,40
data/processed_data/Overripe/4_3538_118.jpg,4,118
data/processed_data/Overripe/4_672_35.jpg,4,35
data/processed_data/Overripe/4_567_42.jpg,4,42
data/processed_data/Overripe/4_276_158.jpg,4,158
data/processed_data/Overripe/4_507_33.jpg,4,33
data/processed_data/Overripe/4_3555_151.jpg,4,151
data/processed_data/Overripe/4_2321_38.jpg,4,38
data/processed_data/Overripe/4_1199_12.jpg,4,12
data/processed_data/Overripe/4_1309_3.jpg,4,3
data/processed_data/Overripe/4_2605_93.jpg,4,93
data/processed_data/Overripe/4_3324_164.jpg,4,164
data/processed_data/Overripe/4_4040_51.jpg,4,51
data/processed_data/Overripe/4_428_101.jpg,4,101
data/processed_data/Overripe/4_1063_111.jpg,4,111
data/processed_data/Overripe/4_3285_182.jpg,4,182
data/processed_data/Overripe/4_887_68.jpg,4,68
data/processed_data/Overripe/4_2168_1.jpg,4,1
data/processed_data/Overripe/4_2405_171.jpg,4,171
data/processed_data/Overripe/4_1788_72.jpg,4,72
data/processed_data/Overripe/4_1256_9.jpg,4,9
data/processed_data/Overripe/4_281_158.jpg,4,158
data/processed_data/Overripe/4_1546_91.jpg,4,91
data/processed_data/Overripe/4_2774_113.jpg,4,113
data/processed_data/Overripe/4_3274_182.jpg,4,182
data/processed_data/Overripe/4_417_108.jpg,4,108
data/processed_data/Overripe/4_1669_201.jpg,4,201
data/processed_data/Overripe/4_1864_43.jpg,4,43
data/processed_data/Overripe/4_1164_190.jpg,4,190
data/processed_data/Overripe/4_3004_186.jpg,4,186
data/processed_data/Overripe/4_3703_96.jpg,4,96
data/processed_data/Overripe/4_3883_207.jpg,4,207
data/processed_data/Overripe/4_333_62.jpg,4,62
data/processed_data/Overripe/4_256_36.jpg,4,36
data/processed_data/Overripe/4_3443_122.jpg,4,122
data/processed_data/Overripe/4_308_150.jpg,4,150
data/processed_data/Overripe/4_2539_172.jpg,4,172
data/processed_data/Overripe/4_2967_10.jpg,4,10
data/processed_data/Overripe/4_3191_161.jpg,4,161
data/processed_data/Overripe/4_10_88.jpg,4,88
data/processed_data/Overripe/4_2018_125.jpg,4,125
data/processed_data/Overripe/4_2112_133.jpg,4,133
data/processed_data/Overripe/4_881_68.jpg,4,68
data/processed_data/Overripe/4_3992_26.jpg,4,26
data/processed_data/Overripe/4_141_81.jpg,4,81
data/processed_data/Overripe/4_3855_120.jpg,4,120
data/processed_data/Overripe/4_290_40.jpg,4,40
data/processed_data/Overripe/4_303_40.jpg,4,40
data/processed_data/Overripe/4_2593_135.jpg,4,135
data/processed_data/Overripe/4_1408_104.jpg,4,104
data/processed_data/Overripe/4_1946_16.jpg,4,16
data/processed_data/Overripe/4_143_81.jpg,4,81
data/processed_data/Overripe/4_1153_203.jpg,4,203
data/processed_data/Overripe/4_459_195.jpg,4,195
data/processed_data/Overripe/4_120_89.jpg,4,89
data/processed_data/Overripe/4_1100_39.jpg,4,39
data/processed_data/Overripe/4_632_212.jpg,4,212
data/processed_data/Overripe/4_1300_3.jpg,4,3
data/processed_data/Overripe/4_4127_94.jpg,4,94
data/processed_data/Overripe/4_1673_20.jpg,4,20
data/processed_data/Overripe/4_1977_131.jpg,4,131
data/processed_data/Overripe/4_847_167.jpg,4,167
data/processed_data/Overripe/4_996_175.jpg,4,175
data/processed_data/Overripe/4_273_158.jpg,4,158
data/processed_data/Overripe/4_2803_196.jpg,4,196
data/processed_data/Overripe/4_3082_213.jpg,4,213
data/processed_data/Overripe/4_3826_75.jpg,4,75
data/processed_data/Overripe/4_1054_111.jpg,4,111
data/processed_data/Overripe/4_596_0.jpg,4,0
data/processed_data/Overripe/4_2565_105.jpg,4,105
data/processed_data/Overripe/4_1187_64.jpg,4,64
data/processed_data/Overripe/4_3778_211.jpg,4,211
data/processed_data/Overripe/4_2775_113.jpg,4,113
data/processed_data/Overripe/4_4029_51.jpg,4,51
data/processed_data/Overripe/4_677_35.jpg,4,35
data/processed_data/Overripe/4_373_110.jpg,4,110
data/processed_data/Overripe/4_3456_122.jpg,4,122
data/processed_data/Overripe/4_1665_201.jpg,4,201
data/processed_data/Overripe/4_1574_174.jpg,4,174
data/processed_data/Overripe/4_3167_119.jpg,4,119
data/processed_data/Overripe/4_435_101.jpg,4,101
data/processed_data/Overripe/4_1086_39.jpg,4,39
data/processed_data/Overripe/4_2302_145.jpg,4,145
data/processed_data/Overripe/4_2720_18.jpg,4,18
data/processed_data/Overripe/4_2568_105.jpg,4,105
data/processed_data/Overripe/4_846_167.jpg,4,167
data/processed_data/Overripe/4_623_165.jpg,4,165
data/processed_data/Overripe/4_291_40.jpg,4,40
data/processed_data/Overripe/4_3878_207.jpg,4,207
data/processed_data/Overripe/4_3518_2.jpg,4,2
data/processed_data/Overripe/4_1333_121.jpg,4,121
data/processed_data/Overripe/4_1189_64.jpg,4,64
data/processed_data/Overripe/4_946_45.jpg,4,45
data/processed_data/Overripe/4_1858_148.jpg,4,148
data/processed_data/Overripe/4_2477_71.jpg,4,71
data/processed_data/Overripe/4_1843_148.jpg,4,148
data/processed_data/Overripe/4_1837_116.jpg,4,116
data/processed_data/Overripe/4_633_212.jpg,4,212
data/processed_data/Overripe/4_3039_217.jpg,4,217
data/processed_data/Overripe/4_3383_180.jpg,4,180
data/processed_data/Overripe/4_372_110.jpg,4,110
data/processed_data/Overripe/4_518_138.jpg,4,138
data/processed_data/Overripe/4_2395_171.jpg,4,171
data/processed_data/Overripe/4_3123_67.jpg,4,67
data/processed_data/Overripe/4_3384_180.jpg,4,180
data/processed_data/Overripe/4_287_40.jpg,4,40
data/processed_data/Overripe/4_2531_172.jpg,4,172
data/processed_data/Overripe/4_2185_132.jpg,4,132
data/processed_data/Overripe/4_2680_205.jpg,4,205
data/processed_data/Overripe/4_1001_175.jpg,4,175
data/processed_data/Overripe/4_1677_20.jpg,4,20
data/processed_data/Overripe/4_3947_179.jpg,4,179
data/processed_data/Overripe/4_1375_86.jpg,4,86
data/processed_data/Overripe/4_3749_85.jpg,4,85
data/processed_data/Overripe/4_1142_203.jpg,4,203
data/processed_data/Overripe/4_1549_91.jpg,4,91
data/processed_data/Overripe/4_866_109.jpg,4,109
data/processed_data/Overripe/4_410_108.jpg,4,108
data/processed_data/Overripe/4_3240_159.jpg,4,159
data/processed_data/Overripe/4_3142_25.jpg,4,25
data/processed_data/Overripe/4_3402_157.jpg,4,157
data/processed_data/Overripe/4_3619_153.jpg,4,153
data/processed_data/Overripe/4_3741_188.jpg,4,188
data/processed_data/Overripe/4_394_83.jpg,4,83
data/processed_data/Overripe/4_27_156.jpg,4,156
data/processed_data/Overripe/4_1102_21.jpg,4,21
data/processed_data/Overripe/4_445_61.jpg,4,61
data/processed_data/Overripe/4_2140_57.jpg,4,57
data/processed_data/Overripe/4_4133_94.jpg,4,94
data/processed_data/Overripe/4_516_138.jpg,4,138
data/processed_data/Overripe/4_1025_140.jpg,4,140
data/processed_data/Overripe/4_1414_104.jpg,4,104
data/processed_data/Overripe/4_630_212.jpg,4,212
data/processed_data/Overripe/4_1693_160.jpg,4,160
data/processed_data/Overripe/4_1079_144.jpg,4,144
data/processed_data/Overripe/4_3313_164.jpg,4,164
data/processed_data/Overripe/4_3646_130.jpg,4,130
data/processed_data/Overripe/4_3598_82.jpg,4,82
data/processed_data/Overripe/4_519_138.jpg,4,138
data/processed_data/Overripe/4_3187_161.jpg,4,161
data/processed_data/Overripe/4_2514_191.jpg,4,191
data/processed_data/Overripe/4_2148_169.jpg,4,169
data/processed_data/Overripe/4_665_35.jpg,4,35
data/processed_data/Overripe/4_1383_86.jpg,4,86
data/processed_data/Overripe/4_2926_126.jpg,4,126
data/processed_data/Overripe/4_3002_186.jpg,4,186
data/processed_data/Overripe/4_337_62.jpg,4,62
data/processed_data/Overripe/4_2199_132.jpg,4,132
data/processed_data/Overripe/4_138_81.jpg,4,81
data/processed_data/Overripe/4_165_59.jpg,4,59
data/processed_data/Overripe/4_1058_111.jpg,4,111
data/processed_data/Overripe/4_1471_55.jpg,4,55
data/processed_data/Overripe/4_379_110.jpg,4,110
data/processed_data/Overripe/4_3899_23.jpg,4,23
data/processed_data/Overripe/4_3181_161.jpg,4,161
data/processed_data/Overripe/4_3273_182.jpg,4,182
data/processed_data/Overripe/4_1642_147.jpg,4,147
data/processed_data/Overripe/4_3378_28.jpg,4,28
data/processed_data/Overripe/4_3820_75.jpg,4,75
data/processed_data/Overripe/4_2397_171.jpg,4,171
data/processed_data/Overripe/4_2218_185.jpg,4,185
data/processed_data/Overripe/4_260_36.jpg,4,36
data/processed_data/Overripe/4_2349_80.jpg,4,80
data/processed_data/Overripe/4_1171_190.jpg,4,190
data/processed_data/Overripe/4_1777_115.jpg,4,115
data/processed_data/Overripe/4_1560_174.jpg,4,174
data/processed_data/Overripe/4_494_33.jpg,4,33
data/processed_data/Overripe/4_1689_20.jpg,4,20
data/processed_data/Overripe/4_320_150.jpg,4,150
data/processed_data/Overripe/4_3364_28.jpg,4,28
data/processed_data/Overripe/4_1898_5.jpg,4,5
data/processed_data/Overripe/4_319_150.jpg,4,150
data/processed_data/Overripe/4_4079_31.jpg,4,31
data/processed_data/Overripe/4_133_81.jpg,4,81
data/processed_data/Overripe/4_4096_30.jpg,4,30
data/processed_data/Overripe/4_2594_135.jpg,4,135
data/processed_data/Overripe/4_3194_17.jpg,4,17
data/processed_data/Overripe/4_4120_170.jpg,4,170
data/processed_data/Overripe/4_1313_177.jpg,4,177
data/processed_data/Overripe/4_758_192.jpg,4,192
data/processed_data/Overripe/4_1879_43.jpg,4,43
data/processed_data/Overripe/4_3963_166.jpg,4,166
data/processed_data/Overripe/4_2392_54.jpg,4,54
data/processed_data/Overripe/4_811_50.jpg,4,50
data/processed_data/Overripe/4_683_35.jpg,4,35
data/processed_data/Overripe/4_1787_72.jpg,4,72
data/processed_data/Overripe/4_2132_57.jpg,4,57
data/processed_data/Overripe/4_1506_181.jpg,4,181
data/processed_data/Overripe/4_3743_85.jpg,4,85
data/processed_data/Overripe/4_3131_67.jpg,4,67
data/processed_data/Overripe/4_2_88.jpg,4,88
data/processed_data/Overripe/4_688_214.jpg,4,214
data/processed_data/Overripe/4_3986_114.jpg,4,114
data/processed_data/Overripe/4_3262_47.jpg,4,47
data/processed_data/Overripe/4_96_216.jpg,4,216
data/processed_data/Overripe/4_1867_43.jpg,4,43
data/processed_data/Overripe/4_521_138.jpg,4,138
data/processed_data/Overripe/4_1295_3.jpg,4,3
data/processed_data/Overripe/4_945_45.jpg,4,45
data/processed_data/Overripe/4_782_15.jpg,4,15
data/processed_data/Overripe/4_2971_10.jpg,4,10
data/processed_data/Overripe/4_188_194.jpg,4,194
data/processed_data/Overripe/4_3760_85.jpg,4,85
data/processed_data/Overripe/4_2588_135.jpg,4,135
data/processed_data/Overripe/4_1307_3.jpg,4,3
data/processed_data/Overripe/4_1370_86.jpg,4,86
data/processed_data/Overripe/4_733_139.jpg,4,139
data/processed_data/Overripe/4_1681_20.jpg,4,20
data/processed_data/Overripe/4_1536_19.jpg,4,19
data/processed_data/Overripe/4_2446_6.jpg,4,6
data/processed_data/Overripe/4_2749_162.jpg,4,162
data/processed_data/Overripe/4_1610_127.jpg,4,127
data/processed_data/Overripe/4_2406_171.jpg,4,171
data/processed_data/Overripe/4_194_78.jpg,4,78
data/processed_data/Overripe/4_389_83.jpg,4,83
data/processed_data/Overripe/4_3373_28.jpg,4,28
data/processed_data/Overripe/4_302_40.jpg,4,40
data/processed_data/Overripe/4_3510_4.jpg,4,4
data/processed_data/Overripe/4_4053_198.jpg,4,198
data/processed_data/Overripe/4_612_165.jpg,4,165
data/processed_data/Overripe/4_2617_93.jpg,4,93
data/processed_data/Overripe/4_3366_28.jpg,4,28
data/processed_data/Overripe/4_500_33.jpg,4,33
data/processed_data/Overripe/4_1603_127.jpg,4,127
data/processed_data/Overripe/4_1587_142.jpg,4,142
data/processed_data/Overripe/4_2778_113.jpg,4,113
data/processed_data/Overripe/4_1938_16.jpg,4,16
data/processed_data/Overripe/4_2045_137.jpg,4,137
data/processed_data/Overripe/4_547_76.jpg,4,76
data/processed_data/Overripe/4_1606_127.jpg,4,127
data/processed_data/Overripe/4_3354_168.jpg,4,168
data/processed_data/Overripe/4_597_0.jpg,4,0
data/processed_data/Overripe/4_900_134.jpg,4,134
data/processed_data/Overripe/4_1537_19.jpg,4,19
data/processed_data/Overripe/4_2910_154.jpg,4,154
data/processed_data/Overripe/4_2057_44.jpg,4,44
data/processed_data/Overripe/4_3397_180.jpg,4,180
data/processed_data/Overripe/4_2107_41.jpg,4,41
data/processed_data/Overripe/4_3831_75.jpg,4,75
data/processed_data/Overripe/4_255_36.jpg,4,36
data/processed_data/Overripe/4_4034_51.jpg,4,51
data/processed_data/Overripe/4_2725_18.jpg,4,18
data/processed_data/Overripe/4_763_146.jpg,4,146
data/processed_data/Overripe/4_3683_34.jpg,4,34
data/processed_data/Overripe/4_4031_51.jpg,4,51
data/processed_data/Overripe/4_2793_196.jpg,4,196
data/processed_data/Overripe/4_3750_85.jpg,4,85
data/processed_data/Overripe/4_3325_24.jpg,4,24
data/processed_data/Overripe/4_2587_135.jpg,4,135
data/processed_data/Overripe/4_1835_116.jpg,4,116
data/processed_data/Overripe/4_377_110.jpg,4,110
data/processed_data/Overripe/4_2842_97.jpg,4,97
data/processed_data/Overripe/4_2178_1.jpg,4,1
data/processed_data/Overripe/4_800_50.jpg,4,50
data/processed_data/Overripe/4_216_152.jpg,4,152
data/processed_data/Overripe/4_4033_51.jpg,4,51
data/processed_data/Overripe/4_1598_127.jpg,4,127
data/processed_data/Overripe/4_3691_96.jpg,4,96
data/processed_data/Overripe/4_4075_31.jpg,4,31
data/processed_data/Overripe/4_4058_198.jpg,4,198
data/processed_data/Overripe/4_997_175.jpg,4,175
data/processed_data/Overripe/4_1462_95.jpg,4,95
data/processed_data/Overripe/4_1518_181.jpg,4,181
data/processed_data/Overripe/4_1272_9.jpg,4,9
data/processed_data/Overripe/4_552_42.jpg,4,42
data/processed_data/Overripe/4_2831_97.jpg,4,97
data/processed_data/Overripe/4_2424_210.jpg,4,210
data/processed_data/Overripe/4_3633_130.jpg,4,130
data/processed_data/Overripe/4_3208_17.jpg,4,17
data/processed_data/Overripe/4_3102_48.jpg,4,48
data/processed_data/Overripe/4_2403_171.jpg,4,171
data/processed_data/Overripe/4_2176_1.jpg,4,1
data/processed_data/Overripe/4_233_117.jpg,4,117
data/processed_data/Overripe/4_1806_56.jpg,4,56
data/processed_data/Overripe/4_927_187.jpg,4,187
data/processed_data/Overripe/4_3234_159.jpg,4,159
data/processed_data/Overripe/4_121_89.jpg,4,89
data/processed_data/Overripe/4_1656_201.jpg,4,201
data/processed_data/Overripe/4_1986_131.jpg,4,131
data/processed_data/Overripe/4_933_45.jpg,4,45
data/processed_data/Overripe/4_1373_86.jpg,4,86
data/processed_data/Overripe/4_2508_191.jpg,4,191
data/processed_data/Overripe/4_3392_180.jpg,4,180
data/processed_data/Overripe/4_1463_55.jpg,4,55
data/processed_data/Overripe/4_2972_10.jpg,4,10
data/processed_data/Overripe/4_3133_67.jpg,4,67
data/processed_data/Overripe/4_655_123.jpg,4,123
data/processed_data/Overripe/4_3723_136.jpg,4,136
data/processed_data/Overripe/4_1756_63.jpg,4,63
data/processed_data/Overripe/4_2003_143.jpg,4,143
data/processed_data/Overripe/4_1136_183.jpg,4,183
data/processed_data/Overripe/4_2268_206.jpg,4,206
data/processed_data/Overripe/4_2728_18.jpg,4,18
data/processed_data/Overripe/4_2078_60.jpg,4,60
data/processed_data/Overripe/4_1566_174.jpg,4,174
data/processed_data/Overripe/4_2278_206.jpg,4,206
data/processed_data/Overripe/4_3630_130.jpg,4,130
data/processed_data/Overripe/4_1442_90.jpg,4,90
data/processed_data/Overripe/4_3973_114.jpg,4,114
data/processed_data/Overripe/4_641_212.jpg,4,212
data/processed_data/Overripe/4_1207_12.jpg,4,12
data/processed_data/Overripe/4_2393_54.jpg,4,54
data/processed_data/Overripe/4_742_192.jpg,4,192
data/processed_data/Overripe/4_4010_200.jpg,4,200
data/processed_data/Overripe/4_1544_91.jpg,4,91
data/processed_data/Overripe/4_2913_154.jpg,4,154
data/processed_data/Overripe/4_731_139.jpg,4,139
data/processed_data/Overripe/4_299_40.jpg,4,40
data/processed_data/Overripe/4_2068_44.jpg,4,44
data/processed_data/Overripe/4_2615_93.jpg,4,93
data/processed_data/Overripe/4_1604_127.jpg,4,127
data/processed_data/Overripe/4_3991_26.jpg,4,26
data/processed_data/Overripe/4_2194_132.jpg,4,132
data/processed_data/Overripe/4_355_70.jpg,4,70
data/processed_data/Overripe/4_3149_25.jpg,4,25
data/processed_data/Overripe/4_3976_114.jpg,4,114
data/processed_data/Overripe/4_514_138.jpg,4,138
data/processed_data/Overripe/4_2628_66.jpg,4,66
data/processed_data/Overripe/4_297_40.jpg,4,40
data/processed_data/Overripe/4_111_216.jpg,4,216
data/processed_data/Overripe/4_54_155.jpg,4,155
data/processed_data/Overripe/4_382_83.jpg,4,83
data/processed_data/Overripe/4_2275_206.jpg,4,206
data/processed_data/Overripe/4_3875_37.jpg,4,37
data/processed_data/Overripe/4_1406_104.jpg,4,104
data/processed_data/Overripe/4_3130_67.jpg,4,67
data/processed_data/Overripe/4_3158_119.jpg,4,119
data/processed_data/Overripe/4_971_87.jpg,4,87
data/processed_data/Overripe/4_1608_127.jpg,4,127
data/processed_data/Overripe/4_2815_14.jpg,4,14
data/processed_data/Overripe/4_1839_116.jpg,4,116
data/processed_data/Overripe/4_1310_3.jpg,4,3
data/processed_data/Overripe/4_584_124.jpg,4,124
data/processed_data/Overripe/4_2497_208.jpg,4,208
data/processed_data/Overripe/4_1652_147.jpg,4,147
data/processed_data/Overripe/4_3915_49.jpg,4,49
data/processed_data/Overripe/4_2735_18.jpg,4,18
data/processed_data/Overripe/4_908_134.jpg,4,134
data/processed_data/Overripe/4_931_45.jpg,4,45
